Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.14-74.201.229.68-51969-443-6,74.201.229.68,443,192.168.10.14,51969,6,4/7/2017 10:10,143,1,1,0,0,0,0,0,0,0,0,0,0,0,13986.01399,143,0,143,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6993.006993,6993.006993,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,237,255,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.16-53-48049-17,192.168.10.16,48049,192.168.10.3,53,17,4/7/2017 10:10,893,2,2,58,202,29,29,29,0,101,101,101,0,291153.4155,4479.283315,297.6666667,513.8417396,891,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,40,40,2239.641657,2239.641657,29,101,57.8,39.43602414,1555.2,0,0,0,0,0,0,0,0,1,72.25,29,101,40,0,0,0,0,0,0,2,58,2,202,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-58886-21-6,192.168.10.50,21,172.16.0.1,58886,6,4/7/2017 10:10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.17-37.157.2.26-43230-443-6,37.157.2.26,443,192.168.10.17,43230,6,4/7/2017 10:10,20,1,1,0,0,0,0,0,0,0,0,0,0,0,100000,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,50000,50000,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,16384,536,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-62048-17,192.168.10.5,62048,192.168.10.3,53,17,4/7/2017 10:10,161,2,2,90,122,45,45,45,0,61,61,61,0,1316770.186,24844.7205,53.66666667,86.02519011,153,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,12422.36025,12422.36025,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45,61,40,0,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.17-53-55321-17,192.168.10.17,55321,192.168.10.3,53,17,4/7/2017 10:10,48343,2,2,58,170,29,29,29,0,85,85,85,0,4716.29812,82.74207228,16114.33333,27869.28433,48295,1,1,1,0,1,1,47,47,0,47,47,0,0,0,0,64,64,41.37103614,41.37103614,29,85,51.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,64.25,29,85,64,0,0,0,0,0,0,2,58,2,170,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.12-53-34926-17,192.168.10.12,34926,192.168.10.3,53,17,4/7/2017 10:10,225,2,2,94,206,47,47,47,0,103,103,103,0,1333333.333,17777.77778,75,123.8426421,218,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,8888.888889,8888.888889,47,103,69.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,86.75,47,103,64,0,0,0,0,0,0,2,94,2,206,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.15-53-49885-17,192.168.10.15,49885,192.168.10.3,53,17,4/7/2017 10:10,206,2,2,78,358,39,39,39,0,179,179,179,0,2116504.854,19417.47573,68.66666667,77.10598766,154,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,64,64,9708.737864,9708.737864,39,179,95,76.68115805,5880,0,0,0,0,0,0,0,0,1,118.75,39,179,64,0,0,0,0,0,0,2,78,2,358,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-94.31.29.128-41104-80-6,94.31.29.128,80,192.168.10.16,41104,6,4/7/2017 10:10,51,1,1,0,0,0,0,0,0,0,0,0,0,0,39215.68627,51,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,19607.84314,19607.84314,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,29,229,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-53-60637-17,192.168.10.14,60637,192.168.10.3,53,17,4/7/2017 10:10,195,2,2,84,212,42,42,42,0,106,106,106,0,1517948.718,20512.82051,65,108.2543302,190,2,2,2,0,2,2,3,3,0,3,3,0,0,0,0,64,64,10256.41026,10256.41026,42,106,67.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,84.5,42,106,64,0,0,0,0,0,0,2,84,2,212,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.16-53-34104-17,192.168.10.16,34104,192.168.10.3,53,17,4/7/2017 10:10,1162,2,2,76,194,38,38,38,0,97,97,97,0,232358.0034,3442.340792,387.3333333,666.5525736,1157,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,1721.170396,1721.170396,38,97,61.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,1,77,38,97,64,0,0,0,0,0,0,2,76,2,194,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.14-53-57514-17,192.168.10.14,57514,192.168.10.3,53,17,4/7/2017 10:10,61000,2,2,76,194,38,38,38,0,97,97,97,0,4426.229508,65.57377049,20333.33333,35173.33998,60948,4,48,48,0,48,48,4,4,0,4,4,0,0,0,0,40,40,32.78688525,32.78688525,38,97,61.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,1,77,38,97,40,0,0,0,0,0,0,2,76,2,194,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-72.21.91.29-53366-80-6,72.21.91.29,80,192.168.10.5,53366,6,4/7/2017 10:10,99,1,1,0,0,0,0,0,0,0,0,0,0,0,20202.0202,99,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10101.0101,10101.0101,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,290,256,0,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1-192.168.10.50-59020-21-6,172.16.0.1,59020,192.168.10.50,21,6,4/7/2017 10:11,253,2,1,14,0,14,0,7,9.899494937,0,0,0,0,55335.96838,11857.70751,126.5,101.1162697,198,55,253,253,0,253,253,0,0,0,0,0,1,0,0,0,64,20,7905.13834,3952.56917,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59018-21-6,172.16.0.1,59018,192.168.10.50,21,6,4/7/2017 10:11,249,2,1,14,0,14,0,7,9.899494937,0,0,0,0,56224.8996,12048.19277,124.5,94.0452019,191,58,249,249,0,249,249,0,0,0,0,0,1,0,0,0,64,20,8032.128514,4016.064257,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59016-21-6,172.16.0.1,59016,192.168.10.50,21,6,4/7/2017 10:11,222,2,1,14,0,14,0,7,9.899494937,0,0,0,0,63063.06306,13513.51351,111,80.61017306,168,54,222,222,0,222,222,0,0,0,0,0,1,0,0,0,64,20,9009.009009,4504.504505,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59012-21-6,172.16.0.1,59012,192.168.10.50,21,6,4/7/2017 10:11,44,2,0,14,0,14,0,7,9.899494937,0,0,0,0,318181.8182,45454.54545,44,0,44,44,44,44,0,44,44,0,0,0,0,0,1,0,0,0,64,0,45454.54545,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59014-21-6,172.16.0.1,59014,192.168.10.50,21,6,4/7/2017 10:11,200,2,1,14,0,14,0,7,9.899494937,0,0,0,0,70000,15000,100,22.627417,116,84,200,200,0,200,200,0,0,0,0,0,1,0,0,0,64,20,10000,5000,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59036-21-6,172.16.0.1,59036,192.168.10.50,21,6,4/7/2017 10:11,9198441,9,15,104,188,23,0,11.55555556,9.193898943,34,0,12.53333333,14.54975045,31.74450975,2.609137788,399932.2174,1046419.837,3488798,3,6175492,771936.5,1447820.477,3536099,49,9198312,657022.2857,1292739.897,3488798,3,0,0,0,0,296,488,0.97842667,1.630711117,0,34,11.68,12.56224502,157.81,0,0,0,1,0,0,0,0,1,12.16666667,11.55555556,12.53333333,296,0,0,0,0,0,0,9,104,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59032-21-6,172.16.0.1,59032,192.168.10.50,21,6,4/7/2017 10:11,9208289,9,15,109,188,23,0,12.11111111,9.790868762,34,0,12.53333333,14.54975045,32.25354895,2.60634739,400360.3913,1047682.259,3500353,2,6184650,773081.25,1449973.458,3546923,200,9208175,657726.7857,1294318.212,3500353,2,0,0,0,0,296,488,0.977380271,1.628967119,0,34,11.88,12.71259218,161.61,0,0,0,1,0,0,0,0,1,12.375,12.11111111,12.53333333,296,0,0,0,0,0,0,9,109,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59034-21-6,172.16.0.1,59034,192.168.10.50,21,6,4/7/2017 10:11,9216054,9,15,115,188,30,0,12.77777778,10.92906421,34,0,12.53333333,14.54975045,32.87741153,2.604151408,400698,1047944.799,3490803,3,6194382,774297.75,1450433.422,3536307,217,9215971,658283.6429,1294557.465,3490803,3,0,0,0,0,296,488,0.976556778,1.62759463,0,34,12.12,13.02663937,169.6933333,0,0,0,1,0,0,0,0,1,12.625,12.77777778,12.53333333,296,0,0,0,0,0,0,9,115,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59038-21-6,172.16.0.1,59038,192.168.10.50,21,6,4/7/2017 10:11,9451639,9,15,109,188,26,0,12.11111111,9.980536614,34,0,12.53333333,14.54975045,31.42312143,2.539242136,410940.8261,1071906.314,3489290,3,6625124,828140.5,1536367.381,3536051,4,9451510,675107.8571,1323778.528,3489290,3,0,0,0,0,296,488,0.952215801,1.587026335,0,34,11.88,12.76166133,162.86,0,0,0,1,0,0,0,0,1,12.375,12.11111111,12.53333333,296,0,0,0,0,0,0,9,109,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59040-21-6,172.16.0.1,59040,192.168.10.50,21,6,4/7/2017 10:11,9449727,9,15,104,188,23,0,11.55555556,9.193898943,34,0,12.53333333,14.54975045,30.90036358,2.53975591,410857.6957,1072245.488,3491666,3,6623521,827940.125,1535985.954,3534770,4,9449611,674972.2143,1324271.827,3491666,3,0,0,0,0,296,488,0.952408466,1.587347444,0,34,11.68,12.56224502,157.81,0,0,0,1,0,0,0,0,1,12.16666667,11.55555556,12.53333333,296,0,0,0,0,0,0,9,104,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59008-21-6,172.16.0.1,59008,192.168.10.50,21,6,4/7/2017 10:11,3,2,0,14,0,14,0,7,9.899494937,0,0,0,0,4666666.667,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,64,0,666666.6667,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59010-21-6,172.16.0.1,59010,192.168.10.50,21,6,4/7/2017 10:11,3,2,0,14,0,14,0,7,9.899494937,0,0,0,0,4666666.667,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,64,0,666666.6667,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59028-21-6,172.16.0.1,59028,192.168.10.50,21,6,4/7/2017 10:11,9412143,9,15,101,188,21,0,11.22222222,8.842762263,34,0,12.53333333,14.54975045,30.70501585,2.54989751,409223.6087,1068741.98,3492748,3,6330524,791315.5,1476919.133,3535538,4,9411995,672285.3571,1320048.94,3492748,3,0,0,0,0,296,488,0.956211566,1.593685944,0,34,11.56,12.48025107,155.7566667,0,0,0,1,0,0,0,0,1,12.04166667,11.22222222,12.53333333,296,0,0,0,0,0,0,9,101,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59030-21-6,172.16.0.1,59030,192.168.10.50,21,6,4/7/2017 10:11,9411419,9,15,100,188,23,0,11.11111111,8.823894328,34,0,12.53333333,14.54975045,30.60112402,2.550093668,409192.1304,1068240.243,3488801,3,6329029,791128.625,1476495.226,3535607,212,9411367,672240.5,1319369.026,3488801,3,0,0,0,0,296,488,0.956285126,1.593808543,0,34,11.52,12.47704559,155.6766667,0,0,0,1,0,0,0,0,1,12,11.11111111,12.53333333,296,0,0,0,0,0,0,9,100,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59002-21-6,172.16.0.1,59002,192.168.10.50,21,6,4/7/2017 10:11,23,2,0,14,0,14,0,7,9.899494937,0,0,0,0,608695.6522,86956.52174,23,0,23,23,23,23,0,23,23,0,0,0,0,0,1,0,0,0,64,0,86956.52174,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59006-21-6,172.16.0.1,59006,192.168.10.50,21,6,4/7/2017 10:11,3,2,0,14,0,14,0,7,9.899494937,0,0,0,0,4666666.667,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,64,0,666666.6667,0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14,7,0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59004-21-6,172.16.0.1,59004,192.168.10.50,21,6,4/7/2017 10:11,210,2,1,14,0,14,0,7,9.899494937,0,0,0,0,66666.66667,14285.71429,105,79.19595949,161,49,210,210,0,210,210,0,0,0,0,0,1,0,0,0,64,20,9523.809524,4761.904762,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59022-21-6,172.16.0.1,59022,192.168.10.50,21,6,4/7/2017 10:11,9403879,9,15,103,188,23,0,11.44444444,9.08448005,34,0,12.53333333,14.54975045,30.94467719,2.552138325,408864.3043,1065689.378,3494174,3,5866408,733301,1353076.551,3053512,20,9403793,671699.5,1315991.186,3494174,3,0,0,0,0,296,488,0.957051872,1.595086453,0,34,11.64,12.53621421,157.1566667,0,0,0,1,0,0,0,0,1,12.125,11.44444444,12.53333333,296,0,0,0,0,0,0,9,103,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59024-21-6,172.16.0.1,59024,192.168.10.50,21,6,4/7/2017 10:11,9370780,9,15,110,188,25,0,12.22222222,10.03466215,34,0,12.53333333,14.54975045,31.80098135,2.56115286,407425.2174,1064436.365,3492599,3,5836341,729542.625,1350882.692,3043703,3,9370687,669334.7857,1314781.408,3492599,3,0,0,0,0,296,488,0.960432323,1.600720538,0,34,11.92,12.77667145,163.2433333,0,0,0,1,0,0,0,0,1,12.41666667,12.22222222,12.53333333,296,0,0,0,0,0,0,9,110,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59026-21-6,172.16.0.1,59026,192.168.10.50,21,6,4/7/2017 10:11,9472413,9,15,100,188,23,0,11.11111111,8.823894328,34,0,12.53333333,14.54975045,30.40407972,2.53367331,411844.0435,1062296.988,3493729,4,5936801,742100.125,1344188.671,3047013,219,9472341,676595.7857,1310283.821,3493729,4,0,0,0,0,296,488,0.950127491,1.583545819,0,34,11.52,12.47704559,155.6766667,0,0,0,1,0,0,0,0,1,12,11.11111111,12.53333333,296,0,0,0,0,0,0,9,100,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-58998-21-6,172.16.0.1,58998,192.168.10.50,21,6,4/7/2017 10:11,233,2,1,14,0,14,0,7,9.899494937,0,0,0,0,60085.83691,12875.53648,116.5,51.61879503,153,80,233,233,0,233,233,0,0,0,0,0,1,0,0,0,64,20,8583.690987,4291.845494,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-58996-21-6,172.16.0.1,58996,192.168.10.50,21,6,4/7/2017 10:11,203,2,1,14,0,14,0,7,9.899494937,0,0,0,0,68965.51724,14778.32512,101.5,61.51828996,145,58,203,203,0,203,203,0,0,0,0,0,1,0,0,0,64,20,9852.216749,4926.108374,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-58994-21-6,172.16.0.1,58994,192.168.10.50,21,6,4/7/2017 10:11,220,2,1,14,0,14,0,7,9.899494937,0,0,0,0,63636.36364,13636.36364,110,74.95331881,163,57,220,220,0,220,220,0,0,0,0,0,1,0,0,0,64,20,9090.909091,4545.454545,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59000-21-6,172.16.0.1,59000,192.168.10.50,21,6,4/7/2017 10:11,197,2,1,14,0,14,0,7,9.899494937,0,0,0,0,71065.98985,15228.4264,98.5,23.33452378,115,82,197,197,0,197,197,0,0,0,0,0,1,0,0,0,64,20,10152.28426,5076.142132,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59020-21-6,172.16.0.1,59020,192.168.10.50,21,6,4/7/2017 10:11,7780781,9,15,112,188,26,0,12.44444444,10.24830609,34,0,12.53333333,14.54975045,38.55654079,3.084523263,338294.8261,877548.0033,2747350,1,4989724,623715.5,1154343.099,2771054,3,7780692,555763.7143,1083092.514,2747350,1,0,0,0,0,296,488,1.156696224,1.927827039,0,34,12,12.83549765,164.75,0,0,0,1,0,0,0,0,1,12.5,12.44444444,12.53333333,296,0,0,0,0,0,0,9,112,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59018-21-6,172.16.0.1,59018,192.168.10.50,21,6,4/7/2017 10:11,7908933,9,15,106,188,23,0,11.77777778,9.497075573,34,0,12.53333333,14.54975045,37.17315597,3.034543345,343866.6522,876810.6613,2758529,3,5108509,638563.625,1144759.357,2768172,196,7908849,564917.7857,1080086.595,2758529,3,0,0,0,0,296,488,1.137953754,1.896589591,0,34,11.76,12.63685087,159.69,0,0,0,1,0,0,0,0,1,12.25,11.77777778,12.53333333,296,0,0,0,0,0,0,9,106,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59016-21-6,172.16.0.1,59016,192.168.10.50,21,6,4/7/2017 10:11,7926131,9,15,107,188,23,0,11.88888889,9.532109479,34,0,12.53333333,14.54975045,37.21866318,3.027959038,344614.3913,877224.7682,2751935,4,5132219,641527.375,1147326.957,2779989,16,7926044,566146,1080386.628,2751935,4,0,0,0,0,296,488,1.135484639,1.892474399,0,34,11.8,12.64581617,159.9166667,0,0,0,1,0,0,0,0,1,12.29166667,11.88888889,12.53333333,296,0,0,0,0,0,0,9,107,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59012-21-6,172.16.0.1,59012,192.168.10.50,21,6,4/7/2017 10:11,8474576,9,15,119,188,30,0,13.22222222,11.28912948,34,0,12.53333333,14.54975045,36.22600116,2.832000091,368459.8261,956592.5922,3004414,3,5687901,710987.625,1319347.059,3048860,4,8474473,605319.5,1180758.108,3004414,3,0,0,0,0,296,488,1.062000034,1.770000057,0,34,12.28,13.13874677,172.6266667,0,0,0,1,0,0,0,0,1,12.79166667,13.22222222,12.53333333,296,0,0,0,0,0,0,9,119,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59014-21-6,172.16.0.1,59014,192.168.10.50,21,6,4/7/2017 10:11,8601813,9,15,106,188,23,0,11.77777778,9.444281044,34,0,12.53333333,14.54975045,34.17884114,2.79010948,373991.8696,970433.7757,2996031,3,5815274,726909.25,1346266.083,3042291,3,8601694,614406.7143,1197771.525,2996031,3,0,0,0,0,296,488,1.046291055,1.743818425,0,34,11.76,12.62365504,159.3566667,0,0,0,1,0,0,0,0,1,12.25,11.77777778,12.53333333,296,0,0,0,0,0,0,9,106,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-58992-21-6,172.16.0.1,58992,192.168.10.50,21,6,4/7/2017 10:11,273,2,1,14,0,14,0,7,9.899494937,0,0,0,0,51282.05128,10989.01099,136.5,86.97413409,198,75,273,273,0,273,273,0,0,0,0,0,1,0,0,0,64,20,7326.007326,3663.003663,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-58988-21-6,172.16.0.1,58988,192.168.10.50,21,6,4/7/2017 10:11,223,2,1,14,0,14,0,7,9.899494937,0,0,0,0,62780.26906,13452.9148,111.5,62.93250353,156,67,223,223,0,223,223,0,0,0,0,0,1,0,0,0,64,20,8968.609865,4484.304933,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-58990-21-6,172.16.0.1,58990,192.168.10.50,21,6,4/7/2017 10:11,226,2,1,14,0,14,0,7,9.899494937,0,0,0,0,61946.90265,13274.33628,113,108.8944443,190,36,226,226,0,226,226,0,0,0,0,0,1,0,0,0,64,20,8849.557522,4424.778761,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59008-21-6,172.16.0.1,59008,192.168.10.50,21,6,4/7/2017 10:11,9384850,9,15,100,188,23,0,11.11111111,8.823894328,34,0,12.53333333,14.54975045,30.6877574,2.557313116,408036.9565,1064696.993,3512000,3,6342482,792810.25,1477751.892,3555323,49,9384711,670336.5,1314925.563,3512000,3,0,0,0,0,296,488,0.958992419,1.598320698,0,34,11.52,12.47704559,155.6766667,0,0,0,1,0,0,0,0,1,12,11.11111111,12.53333333,296,0,0,0,0,0,0,9,100,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-59010-21-6,172.16.0.1,59010,192.168.10.50,21,6,4/7/2017 10:11,9382355,9,15,108,188,27,0,12,9.886859967,34,0,12.53333333,14.54975045,31.54858242,2.557993169,407928.4783,1064977.102,3511254,2,6335611,791951.375,1477607.48,3555368,3,9382295,670163.9286,1315344.363,3511254,2,0,0,0,0,296,488,0.959247438,1.598745731,0,34,11.84,12.7366924,162.2233333,0,0,0,1,0,0,0,0,1,12.33333333,12,12.53333333,296,0,0,0,0,0,0,9,108,15,188,29200,227,6,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-58982-21-6,172.16.0.1,58982,192.168.10.50,21,6,4/7/2017 10:11,263,2,1,14,0,14,0,7,9.899494937,0,0,0,0,53231.93916,11406.84411,131.5,106.773124,207,56,263,263,0,263,263,0,0,0,0,0,1,0,0,0,64,20,7604.562738,3802.281369,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,FTP-Patator
172.16.0.1-192.168.10.50-58984-21-6,172.16.0.1,58984,192.168.10.50,21,6,4/7/2017 10:11,222,2,1,14,0,14,0,7,9.899494937,0,0,0,0,63063.06306,13513.51351,111,111.7228714,190,32,222,222,0,222,222,0,0,0,0,0,1,0,0,0,64,20,9009.009009,4504.504505,0,14,7,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7,0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0,0,0,0,0,0,0,0,FTP-Patator
